tourney_id,tourney_country,tourney_city,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_country,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_rank,winner_rank_points,loser_id,loser_country,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2010540,United Kingdom,London,Wimbledon,Grass,128,G,2010-06-21,52,105064,Brazil,25.0,Main Draw,Thomaz Bellucci,L,188.0,24.0,1652.0,103672,Brazil,0.0,Main Draw,Ricardo Mello,L,175.0,92.0,586.0,6-4 6-4 6-4,5,R128,121.0,12.0,1.0,91.0,50.0,41.0,21.0,15.0,4.0,6.0,1.0,2.0,110.0,72.0,43.0,18.0,15.0,7.0,12.0
20083348,United States,New Haven,New Haven,Hard,48,A,2008-08-17,13,103808,Italy,0.0,Main Draw,Potito Starace,R,188.0,77.0,556.0,103181,Czech Republic,0.0,Main Draw,Jiri Vanek,R,185.0,108.0,444.0,6-2 7-6(7),3,R64,78.0,6.0,3.0,64.0,47.0,34.0,11.0,10.0,2.0,3.0,9.0,5.0,66.0,29.0,23.0,18.0,10.0,3.0,6.0
2004422,United States,Cincinnati,Cincinnati Masters,Hard,64,M,2004-08-02,13,103720,Australia,10.0,Main Draw,Lleyton Hewitt,R,180.0,10.0,1945.0,104166,Russia,0.0,WC,Alex Bogomolov Jr,R,178.0,108.0,400.0,6-2 6-4,3,R64,75.0,14.0,5.0,51.0,26.0,25.0,13.0,9.0,0.0,0.0,1.0,3.0,68.0,37.0,28.0,10.0,9.0,5.0,8.0
2010421,Canada,Toronto,Canada Masters,Hard,56,M,2010-08-09,17,103566,France,0.0,Main Draw,Michael Llodra,L,190.0,35.0,1145.0,105053,Colombia,0.0,Main Draw,Santiago Giraldo,R,188.0,59.0,818.0,7-6(6) 7-5,3,R64,96.0,5.0,3.0,68.0,39.0,36.0,15.0,12.0,0.0,1.0,4.0,4.0,79.0,57.0,37.0,13.0,12.0,4.0,6.0
2002328,Switzerland,Basel,Basel,Carpet,32,A,2002-10-21,23,102456,Spain,0.0,Main Draw,Felix Mantilla,R,180.0,59.0,650.0,102730,Switzerland,0.0,WC,Ivo Heuberger,R,188.0,130.0,317.0,6-1 7-6(2),3,R16,77.0,1.0,0.0,56.0,35.0,25.0,16.0,10.0,0.0,1.0,4.0,3.0,57.0,27.0,19.0,14.0,9.0,1.0,4.0
2001425,Spain,Barcelona,Barcelona,Clay,56,A,2001-04-23,31,102845,Spain,11.0,Main Draw,Carlos Moya,R,190.0,24.0,1120.0,102344,Slovakia,0.0,Main Draw,Karol Kucera,R,188.0,87.0,465.0,7-5 6-0,3,R32,83.0,2.0,0.0,51.0,33.0,26.0,9.0,9.0,4.0,5.0,1.0,6.0,68.0,40.0,25.0,9.0,9.0,8.0,13.0
2008422,United States,Cincinnati,Cincinnati Masters,Hard,56,M,2008-07-28,18,104620,Italy,0.0,Main Draw,Simone Bolelli,R,183.0,50.0,815.0,104731,South Africa,0.0,Q,Kevin Anderson,R,203.0,117.0,422.0,6-3 7-6(1),3,R64,89.0,5.0,2.0,68.0,42.0,31.0,20.0,11.0,1.0,1.0,11.0,5.0,68.0,44.0,32.0,13.0,10.0,4.0,5.0
2006422,United States,Cincinnati,Cincinnati Masters,Hard,64,M,2006-08-14,13,103970,Spain,10.0,Main Draw,David Ferrer,R,175.0,16.0,1655.0,102845,Spain,0.0,Main Draw,Carlos Moya,R,190.0,42.0,855.0,6-3 6-1,3,R64,72.0,2.0,1.0,49.0,37.0,27.0,9.0,8.0,2.0,2.0,3.0,4.0,74.0,35.0,25.0,12.0,8.0,7.0,11.0
2001315,United States,Newport,Newport,Grass,32,A,2001-07-09,11,102227,Armenia,0.0,Main Draw,Sargis Sargsian,R,180.0,110.0,393.0,102788,Czech Republic,0.0,Main Draw,Jan Vacek,R,198.0,139.0,294.0,6-4 6-1,3,R32,70.0,1.0,7.0,59.0,32.0,27.0,11.0,8.0,4.0,5.0,1.0,1.0,61.0,36.0,21.0,9.0,9.0,3.0,8.0
2014414,Germany,Hamburg,Hamburg,Clay,48,A,2014-07-14,17,103970,Spain,1.0,Main Draw,David Ferrer,R,175.0,7.0,3875.0,105062,Kazakhstan,0.0,Main Draw,Mikhail Kukushkin,R,183.0,53.0,862.0,2-6 6-3 6-2,3,R32,117.0,2.0,3.0,80.0,41.0,28.0,24.0,13.0,8.0,11.0,2.0,2.0,90.0,41.0,29.0,19.0,12.0,6.0,10.0
2009352,France,Paris,Paris Masters,Hard,48,M,2009-11-08,10,103333,Croatia,0.0,Main Draw,Ivo Karlovic,R,208.0,39.0,1015.0,104655,Uruguay,0.0,Main Draw,Pablo Cuevas,R,180.0,48.0,901.0,7-6(3) 6-4,3,R64,76.0,21.0,1.0,55.0,43.0,40.0,9.0,11.0,0.0,0.0,6.0,1.0,76.0,46.0,35.0,17.0,11.0,4.0,5.0
2000311,United Kingdom,London,Queen's Club,Grass,56,A,2000-06-12,30,102925,United States,0.0,Main Draw,Justin Gimelstob,R,196.0,102.0,380.0,102148,France,13.0,Main Draw,Fabrice Santoro,R,178.0,27.0,981.0,4-6 6-4 6-0,3,R32,88.0,9.0,3.0,70.0,38.0,32.0,19.0,13.0,1.0,2.0,1.0,5.0,73.0,40.0,29.0,16.0,13.0,2.0,6.0
2005404,United States,Indian Wells,Indian Wells Masters,Hard,96,M,2005-03-07,33,103819,Switzerland,1.0,Main Draw,Roger Federer,R,185.0,1.0,6050.0,103888,United States,0.0,Main Draw,Mardy Fish,R,188.0,49.0,785.0,6-3 6-3,3,R64,74.0,1.0,0.0,50.0,31.0,20.0,15.0,9.0,1.0,2.0,1.0,5.0,56.0,23.0,16.0,13.0,9.0,1.0,5.0
20071536,Spain,Madrid,Madrid Masters,Hard,48,M,2007-10-15,5,103333,Croatia,0.0,Main Draw,Ivo Karlovic,R,208.0,24.0,1258.0,103498,Russia,0.0,Main Draw,Marat Safin,R,193.0,36.0,855.0,6-3 6-4,3,R64,58.0,17.0,2.0,53.0,38.0,34.0,7.0,10.0,2.0,2.0,3.0,2.0,47.0,26.0,21.0,12.0,9.0,2.0,4.0
2005410,Monaco,Monte Carlo,Monte Carlo Masters,Clay,64,M,2005-04-11,29,102562,Czech Republic,16.0,Main Draw,Jiri Novak,R,190.0,24.0,1205.0,103018,Belarus,0.0,Main Draw,Max Mirnyi,R,196.0,43.0,905.0,3-6 6-4 6-3,3,R64,138.0,3.0,3.0,112.0,81.0,51.0,17.0,14.0,10.0,12.0,2.0,4.0,113.0,66.0,47.0,19.0,14.0,14.0,17.0
2011403,United States,Miami,Miami Masters,Hard,96,M,2011-03-23,90,103819,Switzerland,3.0,Main Draw,Roger Federer,R,185.0,3.0,8280.0,104468,France,25.0,Main Draw,Gilles Simon,R,183.0,27.0,1305.0,3-0 RET,3,QF,11.0,0.0,0.0,5.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,0.0,2.0,0.0,2.0
2003404,United States,Indian Wells,Indian Wells Masters,Hard,64,M,2003-03-10,8,103498,Russia,7.0,Main Draw,Marat Safin,R,193.0,7.0,2235.0,102905,Austria,0.0,Main Draw,Stefan Koubek,L,175.0,53.0,700.0,3-6 6-3 7-5,3,R64,123.0,9.0,2.0,82.0,41.0,32.0,28.0,15.0,4.0,6.0,2.0,1.0,96.0,57.0,41.0,19.0,15.0,6.0,9.0
20051536,Spain,Madrid,Madrid Masters,Hard,48,M,2005-10-17,30,102563,Sweden,9.0,Main Draw,Thomas Johansson,R,180.0,15.0,1505.0,103428,Argentina,0.0,Q,Juan Ignacio Chela,R,190.0,47.0,755.0,7-6(2) 6-3,3,R32,79.0,13.0,0.0,64.0,40.0,34.0,12.0,11.0,1.0,2.0,7.0,0.0,61.0,31.0,22.0,17.0,10.0,5.0,7.0
2009314,Switzerland,Gstaad,Gstaad,Clay,32,A,2009-07-26,7,104022,Russia,0.0,Main Draw,Mikhail Youzhny,R,183.0,70.0,820.0,103292,Argentina,0.0,WC,Gaston Gaudio,R,175.0,313.0,166.0,6-3 5-7 6-4,3,R32,167.0,5.0,3.0,117.0,72.0,42.0,25.0,15.0,10.0,14.0,0.0,7.0,120.0,76.0,47.0,21.0,16.0,14.0,20.0
2008301,New Zealand,Auckland,Auckland,Hard,32,A,2008-01-07,12,104338,Argentina,3.0,Main Draw,Juan Monaco,R,185.0,23.0,1350.0,102563,Sweden,0.0,Main Draw,Thomas Johansson,R,180.0,49.0,635.0,6-3 6-4,3,R32,61.0,3.0,2.0,58.0,48.0,37.0,5.0,10.0,1.0,2.0,7.0,2.0,47.0,31.0,23.0,6.0,9.0,1.0,4.0
2003560,United States,New York,US Open,Hard,128,G,2003-08-25,18,103781,Austria,0.0,Main Draw,Jurgen Melzer,L,183.0,81.0,457.0,104548,United States,0.0,WC,Brian Baker,R,190.0,472.0,49.0,6-3 6-3 5-7 6-3,5,R128,151.0,21.0,4.0,137.0,76.0,56.0,30.0,20.0,11.0,14.0,7.0,10.0,116.0,61.0,42.0,26.0,19.0,2.0,8.0
2006533,Brazil,Costa do Sauipe,Costa Do Sauipe,Clay,32,A,2006-02-20,3,103672,Brazil,0.0,WC,Ricardo Mello,L,175.0,183.0,213.0,102548,Costa Rica,0.0,Main Draw,Juan Antonio Marin,R,175.0,101.0,396.0,7-6(9) 3-6 6-0,3,R32,140.0,3.0,3.0,80.0,39.0,26.0,19.0,13.0,1.0,6.0,4.0,1.0,98.0,45.0,27.0,23.0,14.0,3.0,10.0
2011403,United States,Miami,Miami Masters,Hard,96,M,2011-03-23,34,103852,Spain,0.0,Main Draw,Feliciano Lopez,L,188.0,41.0,1050.0,103428,Argentina,26.0,Main Draw,Juan Ignacio Chela,R,190.0,28.0,1305.0,7-6(3) 3-6 6-4,3,R64,127.0,18.0,11.0,94.0,45.0,37.0,24.0,16.0,2.0,5.0,2.0,7.0,99.0,59.0,42.0,22.0,15.0,7.0,9.0
2013404,United States,Indian Wells,Indian Wells Masters,Hard,96,M,2013-03-07,89,104925,Serbia,1.0,Main Draw,Novak Djokovic,R,188.0,1.0,13280.0,104542,France,8.0,Main Draw,Jo Wilfried Tsonga,R,188.0,8.0,3660.0,6-3 6-1,3,QF,55.0,8.0,0.0,38.0,28.0,25.0,8.0,8.0,0.0,0.0,2.0,4.0,50.0,31.0,20.0,5.0,8.0,5.0,9.0
2010414,Germany,Hamburg,Hamburg,Clay,48,A,2010-07-19,37,103808,Italy,0.0,Main Draw,Potito Starace,R,188.0,72.0,700.0,105137,Spain,0.0,Q,Pere Riba,R,183.0,79.0,651.0,4-6 6-4 6-4,3,R16,126.0,1.0,0.0,75.0,65.0,45.0,9.0,15.0,4.0,7.0,1.0,2.0,99.0,63.0,37.0,20.0,15.0,9.0,13.0
2014329,Japan,Tokyo,Tokyo,Hard,32,A,2014-09-29,20,104871,France,0.0,Main Draw,Jeremy Chardy,R,188.0,34.0,1105.0,104731,South Africa,7.0,Main Draw,Kevin Anderson,R,203.0,19.0,1840.0,6-4 6-4,3,R16,83.0,4.0,3.0,58.0,48.0,38.0,5.0,10.0,2.0,2.0,7.0,0.0,70.0,48.0,33.0,10.0,10.0,4.0,6.0
2004451,Qatar,Doha,Doha,Hard,32,A,2004-01-05,1,104053,United States,1.0,Main Draw,Andy Roddick,R,188.0,0.0,0.0,103786,Russia,0.0,Main Draw,Nikolay Davydenko,R,178.0,0.0,0.0,6-3 6-4,3,R32,67.0,9.0,1.0,56.0,37.0,30.0,12.0,10.0,1.0,1.0,4.0,0.0,49.0,31.0,22.0,8.0,9.0,0.0,2.0
2012891,India,Chennai,Chennai,Hard,28,A,2012-01-02,26,105683,Canada,4.0,Main Draw,Milos Raonic,R,196.0,31.0,1255.0,104597,Spain,2.0,Main Draw,Nicolas Almagro,R,183.0,10.0,2380.0,6-4 6-4,3,SF,72.0,17.0,1.0,54.0,42.0,38.0,4.0,10.0,3.0,3.0,4.0,0.0,60.0,45.0,31.0,8.0,10.0,4.0,6.0
2008568,Russia,St. Petersburg,St. Petersburg,Hard,32,A,2008-10-20,5,104269,Spain,3.0,Main Draw,Fernando Verdasco,L,188.0,16.0,1410.0,104559,Russia,0.0,Q,Teymuraz Gabashvili,R,188.0,67.0,623.0,1-6 6-4 6-3,3,R32,106.0,0.0,5.0,78.0,58.0,40.0,11.0,13.0,1.0,4.0,5.0,2.0,72.0,41.0,33.0,13.0,13.0,3.0,6.0
20121536,Spain,Madrid,Madrid Masters,Clay,56,M,2012-05-06,8,104678,Serbia,0.0,Main Draw,Viktor Troicki,R,193.0,30.0,1220.0,105385,United States,0.0,Main Draw,Donald Young,L,183.0,50.0,846.0,6-1 4-6 6-1,3,R64,113.0,2.0,1.0,84.0,52.0,33.0,17.0,12.0,9.0,12.0,4.0,5.0,84.0,46.0,26.0,12.0,12.0,9.0,16.0
20041536,Spain,Madrid,Madrid Masters,Hard,48,M,2004-10-18,21,103900,Argentina,4.0,Main Draw,David Nalbandian,R,180.0,10.0,1700.0,104417,Sweden,0.0,Main Draw,Robin Soderling,R,193.0,34.0,965.0,7-6(5) 6-3,3,R32,89.0,5.0,4.0,72.0,41.0,33.0,17.0,11.0,4.0,5.0,7.0,4.0,62.0,36.0,23.0,16.0,10.0,1.0,3.0
2000352,France,Paris,Paris Masters,Carpet,48,M,2000-11-13,24,102021,United States,0.0,Main Draw,Michael Chang,R,175.0,29.0,1040.0,103248,Israel,0.0,LL,Harel Levy,R,185.0,59.0,669.0,6-7(5) 6-4 6-4,3,R32,127.0,6.0,4.0,102.0,57.0,42.0,24.0,16.0,4.0,8.0,5.0,4.0,95.0,45.0,37.0,19.0,16.0,5.0,11.0
20051536,Spain,Madrid,Madrid Masters,Hard,48,M,2005-10-17,19,103285,Czech Republic,10.0,Main Draw,Radek Stepanek,R,185.0,14.0,1530.0,102450,United Kingdom,0.0,Main Draw,Tim Henman,R,185.0,26.0,1120.0,6-4 1-6 6-3,3,R32,110.0,5.0,2.0,77.0,55.0,37.0,11.0,13.0,3.0,6.0,4.0,3.0,79.0,43.0,29.0,23.0,13.0,5.0,8.0
2008560,United States,New York,US Open,Hard,128,G,2008-08-25,94,104214,Russia,23.0,Main Draw,Igor Andreev,R,185.0,23.0,1145.0,104871,France,0.0,Main Draw,Jeremy Chardy,R,188.0,80.0,542.0,7-6(3) 6-4 6-3,5,R64,117.0,9.0,2.0,91.0,53.0,46.0,27.0,16.0,1.0,1.0,8.0,2.0,94.0,66.0,53.0,12.0,15.0,9.0,11.0
2006360,Morocco,Casablanca,Casablanca,Clay,32,A,2006-04-24,5,103451,Germany,0.0,Main Draw,Bjorn Phau,R,175.0,73.0,537.0,104312,Italy,4.0,Main Draw,Andreas Seppi,R,190.0,53.0,721.0,7-6(4) 6-1,3,R32,79.0,3.0,3.0,69.0,37.0,27.0,17.0,9.0,6.0,7.0,4.0,2.0,62.0,35.0,18.0,14.0,10.0,1.0,5.0
2012407,Netherlands,Rotterdam,Rotterdam,Hard,32,A,2012-02-13,8,104755,France,5.0,Main Draw,Richard Gasquet,R,185.0,16.0,1855.0,104262,Italy,0.0,Main Draw,Flavio Cipolla,R,173.0,86.0,620.0,6-3 1-6 6-1,3,R32,143.0,3.0,2.0,98.0,58.0,37.0,20.0,12.0,10.0,13.0,0.0,4.0,72.0,48.0,27.0,13.0,11.0,7.0,11.0
2012337,Austria,Vienna,Vienna,Hard,28,A,2012-10-15,27,105223,Argentina,1.0,Main Draw,Juan Martin Del Potro,R,198.0,8.0,3670.0,104813,Slovenia,0.0,Q,Grega Zemlja,R,183.0,70.0,660.0,7-5 6-3,3,F,102.0,10.0,2.0,79.0,49.0,40.0,12.0,11.0,4.0,5.0,7.0,1.0,51.0,30.0,21.0,10.0,10.0,2.0,5.0
2006404,United States,Indian Wells,Indian Wells Masters,Hard,96,M,2006-03-06,54,104214,Russia,24.0,Main Draw,Igor Andreev,R,185.0,26.0,1255.0,104098,Russia,0.0,Main Draw,Dmitry Tursunov,R,185.0,50.0,785.0,6-7(2) 6-1 6-2,3,R64,127.0,2.0,4.0,93.0,53.0,33.0,26.0,14.0,6.0,8.0,3.0,6.0,96.0,54.0,33.0,19.0,13.0,11.0,17.0
2010404,United States,Indian Wells,Indian Wells Masters,Hard,96,M,2010-03-11,79,103344,Croatia,20.0,Main Draw,Ivan Ljubicic,R,193.0,26.0,1520.0,104314,Argentina,0.0,Q,Brian Dabul,L,170.0,175.0,276.0,6-2 6-3,3,R32,81.0,17.0,1.0,69.0,43.0,36.0,9.0,9.0,4.0,5.0,3.0,1.0,49.0,36.0,19.0,7.0,8.0,4.0,8.0
2004421,Canada,Toronto,Canada Masters,Hard,64,M,2004-07-26,1,103819,Switzerland,1.0,Main Draw,Roger Federer,R,185.0,1.0,5665.0,102271,Morocco,0.0,Main Draw,Hicham Arazi,L,175.0,36.0,878.0,6-3 7-5,3,R64,88.0,12.0,5.0,68.0,40.0,31.0,17.0,11.0,1.0,1.0,4.0,2.0,70.0,40.0,27.0,16.0,10.0,4.0,6.0
2008306,Austria,Poertschach,Poertschach,Clay,32,A,2008-05-18,18,104312,Italy,6.0,Main Draw,Andreas Seppi,R,190.0,32.0,973.0,104534,Israel,0.0,Main Draw,Dudi Sela,R,175.0,61.0,584.0,7-5 6-1,3,R16,75.0,4.0,1.0,66.0,41.0,30.0,14.0,9.0,9.0,9.0,2.0,0.0,63.0,43.0,24.0,10.0,10.0,4.0,8.0
2002505,Chile,Vina del Mar,Vina del Mar,Clay,32,A,2002-02-11,21,103182,Austria,0.0,Main Draw,Markus Hipfl,R,178.0,68.0,550.0,103292,Argentina,6.0,Main Draw,Gaston Gaudio,R,175.0,45.0,830.0,6-4 7-6(4),3,R16,100.0,2.0,3.0,79.0,45.0,30.0,19.0,11.0,3.0,6.0,4.0,1.0,64.0,41.0,26.0,11.0,11.0,3.0,7.0
2004422,United States,Cincinnati,Cincinnati Masters,Hard,64,M,2004-08-02,22,103151,Argentina,0.0,Main Draw,Mariano Zabaleta,R,183.0,40.0,815.0,103566,France,0.0,Main Draw,Michael Llodra,L,190.0,55.0,711.0,6-4 7-6(1),3,R64,87.0,6.0,3.0,73.0,49.0,39.0,13.0,11.0,3.0,3.0,6.0,2.0,70.0,52.0,39.0,7.0,11.0,5.0,6.0
2004496,France,Marseille,Marseille,Hard,32,A,2004-02-23,6,102227,Armenia,0.0,Main Draw,Sargis Sargsian,R,180.0,42.0,855.0,102148,France,0.0,Main Draw,Fabrice Santoro,R,178.0,71.0,494.0,7-5 7-6(4),3,R32,106.0,9.0,9.0,80.0,50.0,39.0,14.0,12.0,3.0,5.0,3.0,0.0,79.0,44.0,28.0,17.0,12.0,3.0,6.0
2014580,Australia,Melbourne,Australian Open,Hard,128,G,2014-01-13,71,105332,France,27.0,Main Draw,Benoit Paire,R,196.0,28.0,1300.0,106401,Australia,0.0,WC,Nick Kyrgios,R,185.0,183.0,277.0,6-7(5) 6-7(5) 6-4 6-2 6-2,5,R64,200.0,32.0,5.0,161.0,82.0,69.0,46.0,25.0,8.0,10.0,24.0,11.0,186.0,124.0,87.0,26.0,25.0,17.0,24.0
2011319,Austria,Kitzbuhel,Kitzbuhel,Clay,28,A,2011-07-31,7,104665,Spain,8.0,Main Draw,Pablo Andujar,R,180.0,46.0,953.0,104586,Czech Republic,0.0,Main Draw,Lukas Rosol,R,196.0,69.0,716.0,3-6 6-3 6-3,3,R32,122.0,6.0,6.0,96.0,59.0,39.0,19.0,13.0,9.0,12.0,9.0,4.0,90.0,54.0,36.0,16.0,14.0,7.0,12.0
2009360,Morocco,Casablanca,Casablanca,Clay,32,A,2009-04-06,19,103812,Romania,4.0,Main Draw,Victor Hanescu,R,198.0,39.0,1516.0,103868,Spain,0.0,Main Draw,Ivan Navarro,R,183.0,101.0,850.0,6-1 6-0,3,R16,48.0,6.0,1.0,35.0,22.0,19.0,9.0,7.0,0.0,0.0,1.0,1.0,36.0,16.0,8.0,4.0,6.0,2.0,7.0
2013560,United States,New York,US Open,Hard,128,G,2013-08-26,50,104122,Argentina,0.0,Main Draw,Carlos Berlocq,R,183.0,48.0,905.0,105053,Colombia,0.0,Main Draw,Santiago Giraldo,R,188.0,85.0,611.0,6-3 3-6 6-7(6) 6-4 6-2,5,R128,246.0,5.0,7.0,144.0,93.0,62.0,29.0,24.0,3.0,9.0,8.0,6.0,165.0,96.0,63.0,30.0,24.0,13.0,21.0
2013520,France,Paris,Roland Garros,Clay,128,G,2013-05-27,80,104755,France,7.0,Main Draw,Richard Gasquet,R,185.0,9.0,3090.0,104308,Poland,0.0,Q,Michal Przysiezny,R,185.0,133.0,410.0,6-3 6-3 6-0,5,R64,88.0,9.0,3.0,64.0,38.0,32.0,14.0,12.0,1.0,3.0,3.0,0.0,81.0,52.0,27.0,8.0,12.0,5.0,13.0
2009520,France,Paris,Roland Garros,Clay,128,G,2009-05-25,116,103602,Chile,12.0,Main Draw,Fernando Gonzalez,R,183.0,12.0,2945.0,103812,Romania,30.0,Main Draw,Victor Hanescu,R,198.0,33.0,1541.0,6-2 6-4 6-2,5,R16,87.0,6.0,0.0,67.0,35.0,30.0,23.0,13.0,0.0,0.0,2.0,2.0,75.0,52.0,33.0,10.0,13.0,3.0,8.0
2006375,France,Lyon,Lyon,Carpet,32,A,2006-10-23,5,104755,France,4.0,Main Draw,Richard Gasquet,R,185.0,24.0,1080.0,103498,Russia,0.0,Main Draw,Marat Safin,R,193.0,36.0,890.0,6-4 7-6(5),3,R32,102.0,8.0,5.0,79.0,53.0,44.0,13.0,11.0,2.0,2.0,11.0,2.0,88.0,55.0,43.0,15.0,11.0,7.0,8.0
2012520,France,Paris,Roland Garros,Clay,128,G,2012-05-27,2,104882,Slovenia,0.0,Main Draw,Blaz Kavcic,R,188.0,99.0,557.0,103720,Australia,0.0,WC,Lleyton Hewitt,R,180.0,176.0,290.0,7-6(2) 6-3 6-7(4) 6-3,5,R128,230.0,11.0,4.0,140.0,88.0,58.0,32.0,22.0,6.0,10.0,12.0,8.0,145.0,80.0,50.0,32.0,20.0,3.0,9.0
2000520,France,Paris,Roland Garros,Clay,128,G,2000-05-29,23,102860,Argentina,0.0,Q,Agustin Calleri,R,183.0,102.0,390.0,102456,Spain,0.0,Main Draw,Felix Mantilla,R,180.0,63.0,675.0,6-2 6-3 6-4,5,R128,116.0,10.0,1.0,92.0,45.0,36.0,31.0,14.0,1.0,2.0,1.0,3.0,93.0,55.0,33.0,16.0,13.0,7.0,12.0
2007403,United States,Miami,Miami Masters,Hard,96,M,2007-03-19,82,103990,Spain,6.0,Main Draw,Tommy Robredo,R,180.0,6.0,2525.0,103285,Czech Republic,24.0,Main Draw,Radek Stepanek,R,185.0,26.0,1070.0,7-6(4) 5-7 7-6(3),3,R16,176.0,3.0,0.0,119.0,85.0,59.0,20.0,18.0,6.0,10.0,7.0,1.0,117.0,76.0,57.0,20.0,18.0,5.0,8.0
2010560,United States,New York,US Open,Hard,128,G,2010-08-30,70,104593,Spain,0.0,Main Draw,Daniel Gimeno Traver,R,185.0,59.0,828.0,104871,France,0.0,Main Draw,Jeremy Chardy,R,188.0,64.0,785.0,4-6 6-2 6-0 7-6(2),5,R64,129.0,8.0,2.0,95.0,56.0,46.0,30.0,18.0,1.0,2.0,10.0,6.0,118.0,64.0,44.0,29.0,18.0,5.0,10.0
2004329,Japan,Tokyo,Tokyo,Hard,48,A,2004-10-04,33,103720,Australia,1.0,Main Draw,Lleyton Hewitt,R,180.0,3.0,3055.0,102863,Japan,0.0,WC,Takao Suzuki,R,175.0,231.0,160.0,6-7(3) 6-2 6-4,3,R16,113.0,14.0,2.0,81.0,48.0,42.0,22.0,15.0,0.0,0.0,12.0,2.0,91.0,58.0,43.0,19.0,15.0,3.0,6.0
2008419,United States,Indianapolis,Indianapolis,Hard,32,A,2008-07-14,24,104468,France,2.0,Main Draw,Gilles Simon,R,183.0,25.0,1070.0,103794,Germany,0.0,Main Draw,Benjamin Becker,R,178.0,110.0,433.0,7-5 3-6 6-0,3,R16,106.0,8.0,4.0,75.0,38.0,28.0,20.0,13.0,3.0,6.0,5.0,3.0,98.0,43.0,26.0,25.0,14.0,7.0,13.0
20156120,France,Nice,Nice,Clay,28,A,2015-05-17,1,105902,Australia,0.0,Main Draw,James Duckworth,R,183.0,88.0,589.0,126207,United States,0.0,LL,Francis Tiafoe,R,185.0,291.0,162.0,6-7(5) 7-5 6-2,3,R32,122.0,4.0,4.0,95.0,56.0,44.0,25.0,16.0,4.0,5.0,8.0,1.0,99.0,67.0,45.0,18.0,16.0,4.0,8.0
2002418,United States,Washington,Washington,Hard,56,A,2002-08-12,26,103408,United States,0.0,WC,Brian Vahaly,R,183.0,116.0,351.0,102788,Czech Republic,15.0,Main Draw,Jan Vacek,R,198.0,67.0,591.0,6-3 6-4,3,R32,91.0,4.0,3.0,79.0,48.0,30.0,18.0,10.0,7.0,9.0,5.0,3.0,62.0,31.0,24.0,9.0,9.0,3.0,7.0
2003404,United States,Indian Wells,Indian Wells Masters,Hard,64,M,2003-03-10,56,102783,Germany,15.0,Main Draw,Rainer Schuettler,R,180.0,15.0,1570.0,103018,Belarus,0.0,Main Draw,Max Mirnyi,R,196.0,36.0,965.0,6-3 6-4,3,R16,70.0,1.0,3.0,55.0,29.0,24.0,15.0,10.0,1.0,2.0,3.0,2.0,50.0,30.0,21.0,9.0,9.0,3.0,6.0
2003560,United States,New York,US Open,Hard,128,G,2003-08-25,55,102998,United States,0.0,Main Draw,Jan Michael Gambill,R,190.0,50.0,730.0,103176,Spain,0.0,Main Draw,David Sanchez,R,183.0,55.0,674.0,7-6(3) 6-2 6-2,5,R128,125.0,13.0,4.0,99.0,51.0,42.0,25.0,14.0,5.0,6.0,5.0,4.0,97.0,50.0,37.0,16.0,14.0,5.0,10.0
20083348,United States,New Haven,New Haven,Hard,48,A,2008-08-17,43,105227,Croatia,6.0,Main Draw,Marin Cilic,R,198.0,31.0,970.0,104214,Russia,4.0,Main Draw,Igor Andreev,R,185.0,23.0,1145.0,6-3 6-2,3,QF,83.0,3.0,3.0,59.0,25.0,21.0,18.0,8.0,3.0,3.0,1.0,1.0,64.0,43.0,23.0,10.0,9.0,5.0,9.0
2000418,United States,Washington,Washington,Hard,56,A,2000-08-14,36,103017,Germany,3.0,Main Draw,Nicolas Kiefer,R,183.0,15.0,1454.0,103909,Argentina,0.0,WC,Guillermo Coria,R,175.0,182.0,200.0,4-6 6-3 6-2,3,R32,116.0,4.0,1.0,88.0,37.0,30.0,25.0,14.0,4.0,8.0,2.0,4.0,88.0,50.0,33.0,14.0,13.0,2.0,8.0
2005360,Morocco,Casablanca,Casablanca,Clay,32,A,2005-04-04,18,103294,Belgium,8.0,Main Draw,Christophe Rochus,R,170.0,65.0,558.0,103176,Spain,0.0,Main Draw,David Sanchez,R,183.0,105.0,408.0,7-5 4-6 6-3,3,R16,132.0,3.0,0.0,94.0,55.0,37.0,18.0,16.0,8.0,14.0,2.0,7.0,113.0,56.0,36.0,22.0,15.0,5.0,12.0
2005352,France,Paris,Paris Masters,Carpet,48,M,2005-10-31,5,104925,Serbia,0.0,Q,Novak Djokovic,R,188.0,85.0,488.0,103812,Romania,0.0,Main Draw,Victor Hanescu,R,198.0,37.0,853.0,4-1 RET,3,R64,19.0,1.0,1.0,12.0,8.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,20.0,12.0,8.0,1.0,3.0,3.0,5.0
